UCS,RD,TC,W,E,OB
36.0309369634706,2.53386246962339,310.9412883838199,55,52,21.085852898105895
34.764726600228,2.45625566367131,249.9246207586326,72,56,27.360695380915722
32.8848838959369,2.58931568098259,272.5077424462435,77,82,22.41816199938745
38.9753699592698,2.63165208592439,345.07328964787564,63,71,25.63826167102343
34.3353101711836,2.58075152166464,290.96772506843604,80,60,25.316004975154662
33.3896032236453,2.4576854687506,238.21066198102645,73,75,23.779752801392213
33.5574088901012,2.5559434353079,219.529659564841,50,84,22.855753588192474
33.5925290218925,2.60178287650475,225.31999990313395,50,77,24.097330167071583
33.6383379185633,2.41450947579239,225.08019542057303,73,73,22.167895554115383
32.6004485087874,2.48075706008883,249.22845787294403,71,64,24.49256960783678
32.6491064838398,2.47220616275612,244.52125893688702,57,56,23.412699630704996
32.7281459208122,2.52684352941308,210.361040496,50,69,22.359125058899355
35.1264068616499,2.5726363275734,220.1157023797182,76,74,25.761133797822797
34.4900704997357,2.47220306372264,254.44612233737337,67,68,23.347511248186063
33.6110091944638,2.52129313884957,277.00422606168445,62,67,25.725135274934914
36.0923673012796,2.5570170536743,264.2641767441801,59,51,21.718522505067895
36.8178510032176,2.57793195570655,261.6165057578593,76,71,22.36416771881983
33.2795703528339,2.46560744300735,239.33845387154722,78,66,23.99229583658216
37.0707071163684,2.43816255760054,260.9984212348111,64,57,23.575081105217713
33.1561451625216,2.61388921580158,260.357186454583,55,49,23.024454632330755
35.9709016919536,2.38493898855317,276.555419688131,72,74,22.66340160476532
34.0136124644518,2.71037939117002,235.23409282679523,74,63,24.66610505027441
32.6004485087874,2.4257613826117,290.4557924095905,68,64,23.689361312039516
33.4977230010609,2.56674066962491,235.52730487200807,73,80,23.095662269412614
38.9753699592698,2.57426250964355,219.24150220774789,80,62,23.45840968549746
34.1146842062455,2.48215747119077,261.44982863001206,70,51,23.594957800317356
33.804513624801,2.63114477826063,351.25050554873735,78,65,27.00301923882573
36.8774814959895,2.76527281622122,268.8740389312883,77,49,27.170960603178543
34.6426179442833,2.48531234332206,256.929226674218,53,65,23.608794696054844
35.8101696425422,2.39873629842452,226.60576361806542,54,70,21.659536740772193
32.747107284256,2.55088076246685,254.88700034006908,62,71,22.365840606967954
33.6805375342203,2.45124060583941,264.91229612365436,61,56,23.587471371035285
34.0538772936465,2.61335973813656,255.4709503200824,53,82,28.00414893706715
36.209311046204,2.4645306788847,246.88062380403576,80,71,22.85204044752757
33.1669807431883,2.65361341953387,222.4890356444841,68,84,24.2080139457378
34.8092369260049,2.5568516212852,227.64318539970358,80,84,26.567522370144744
32.7660308193085,2.39087403897878,210.361040496,80,74,20.299089015297177
36.0050922796514,2.36213043623653,259.63793754593854,58,69,26.36027216894858
32.7196758725256,2.52919311717614,249.1569687075982,63,61,25.176048600243448
33.1147930204757,2.57031677685908,260.04070053574196,68,75,25.179728189711675
33.0385880702862,2.57230715152054,247.1024826944786,78,71,23.670042617933934
34.4002317424972,2.3589834183409,233.25429278497276,67,63,27.48935954847775
32.6004485087874,2.43737519748815,245.72472733474254,55,84,23.64226886300431
32.7067596307942,2.59468114740897,282.5845259366977,65,49,25.12645605618261
33.7488836270869,2.40064868103146,288.9153678437956,64,69,21.60790378493257
32.7101190453292,2.64004838429606,248.22213624726797,80,57,24.742197863692986
38.240777290172,2.5304489182578,275.5641594633661,76,61,24.63501484980196
33.9793989470699,2.41225205550325,269.2624985138186,50,70,21.729203040125803
32.6297119943666,2.49807899647443,269.9227213952404,72,79,22.810410526157305
35.9287128795109,2.45344423800965,247.43808656054563,73,70,24.80854370940986
33.2630794768905,2.41520071301443,250.16938397871814,76,71,25.673485543496952
33.6781940603482,2.49102012256847,266.9376184592556,67,79,26.903667562642084
37.6092091400537,2.63281328604744,245.31853263825766,55,83,23.898846357384432
33.2439542070096,2.65451065141319,229.13588586116904,71,66,28.343335938408515
33.0105698478998,2.52201845827638,261.64162583868415,69,65,27.342130314639245
32.6004485087874,2.54016563115447,220.54361617763396,54,84,24.649170375733185
33.085889179342,2.44334872287691,242.2933806216169,75,62,22.09889815520181
34.0410171610121,2.64914612843184,260.68548208190555,73,64,22.58499129021504
34.2843631111043,2.53883776305615,287.1541639572738,80,77,24.16135811350173
34.2922708738401,2.43542691557758,275.5066648943959,70,72,23.565412467881035
34.024153642412,2.53464858094637,216.62681483172977,66,64,28.51022988102259
33.799511010111,2.56199300563238,274.67849649844317,80,62,27.518356701077263
