UCS,RD,TC,W,E,OB
35.3656982214829,2.58883619044721,281.90641373136003,76,55,26.35668563842773
32.8464531079037,2.32778127950812,278.20247605596,78,81,25.01237678527832
36.7494320710878,2.60525489263893,268.22163636576005,71,67,23.04101753234863
33.0765809632043,2.57801469411903,249.37962058800005,60,61,23.87933731079102
34.1490758107507,2.59542104864038,244.39202817624005,51,66,24.03147888183594
35.9963582450846,2.61058763730767,244.39202817624005,71,67,19.73353576660156
37.6243218163528,2.63186099029592,254.53685900016004,58,82,25.6450023651123
33.7370941701021,2.56732350971517,231.92304714684,52,83,28.62692451477051
36.3480806074535,2.57994139805482,260.01076994640005,65,74,23.0830135345459
32.6259290129117,2.59013551055973,246.88582438212003,62,63,22.996826171875
33.703860664143,2.48359987349909,251.87341679388,78,60,23.65863418579102
34.416359693646,2.5879103931661,254.36721299976003,60,57,26.26937866210938
35.1487170715154,2.76308272436498,241.89823197036003,50,69,23.46363830566406
36.6333427502454,2.62231033851624,249.37962058800005,66,62,23.92609405517578
36.5473564032329,2.58501299585774,293.15959842456004,74,67,22.38242149353027
36.2405241324838,2.51694245849301,351.77794642944,79,48,24.82724380493164
35.7854879466825,2.44022545530112,251.87341679388,70,60,22.2805290222168
32.9840067909588,2.34407695378685,236.9106395586,66,75,18.97391319274902
34.4916435967172,2.56659447373169,359.33284831392007,78,78,23.72313117980957
37.1151868248459,2.49991136358888,260.01076994640005,80,76,23.81073951721191
38.2734650079887,2.71391853171571,236.9106395586,70,76,23.35055351257324
35.0971590030157,2.54319360171343,256.86100920564,75,55,26.21384429931641
33.3039452373597,2.53361378912998,235.242453888,53,54,26.31437110900879
35.8008644934354,2.56317311465974,265.48468089264003,59,69,21.87252998352051
36.0540177234005,2.46449689625623,273.6955473120001,69,62,23.6322193145752
38.0178576130873,2.57264771175471,284.1853250034,72,74,23.30109977722168
33.3884835963798,2.47981808375932,268.22163636576005,75,67,23.12461090087891
32.6104709088757,2.34129059887251,270.95859183888,64,63,23.75544166564941
37.7644956310535,2.65032432450441,254.53685900016004,58,82,25.6450023651123
33.3927667261067,2.57569305570581,228.456613872,65,59,25.71261596679688
37.6977862488715,2.70379751238022,257.27381447328,60,80,24.391845703125
32.8875454706516,2.53044000138452,236.9106395586,55,76,24.31900787353516
35.1247290505467,2.5522514002715,257.27381447328,75,78,25.87277221679688
33.8636952706934,2.65619239895048,279.16945825824007,58,57,27.42551040649414
38.3577139267298,2.68110450720087,236.9106395586,76,74,23.33515357971191
33.0014055786602,2.38758405263499,249.37962058800005,63,62,21.73534774780273
34.0321275469707,2.49000548387946,278.20247605596,79,82,27.53727340698242
33.1215622476992,2.64888010344275,228.456613872,54,60,25.28437423706055
33.6582307523301,2.39787485090662,290.11728015072003,68,51,25.62758255004883
36.6099703623343,2.68593612723557,257.27381447328,57,80,25.21436309814453
33.5615553964506,2.55924239307119,239.40443576448004,57,73,25.39340019226074
33.0569808086374,2.40443212013373,290.16817395084,68,70,20.99666404724121
33.2214036918393,2.51269137203292,236.9106395586,74,74,23.76616477966309
