UCS,RD,TC,W,E,OB
44.0464136296663,2.69094915158683,253.80973459219126,80,70,22.667936320128792
45.8373863727706,2.61309328265931,289.24191714122935,74,51,22.548279135154825
46.6608632772435,2.67928982883043,281.3188616608684,59,65,27.56953151754792
45.7334788909049,2.59101731325197,339.7551312274129,70,76,21.829018812343303
40.5737175969017,2.66607162906478,307.61580107442757,76,79,25.58996103391784
46.6498907153753,2.69115290978211,352.57746234955823,79,61,23.256177193072954
44.4114797073118,2.76106894804571,363.1555381896001,66,72,25.944364319717344
42.1036831007851,2.65767004853291,363.1555381896001,72,59,21.740389517113186
40.7108004554398,2.58320580424795,307.1573149614831,73,77,24.799306574800603
47.7295330701021,2.70253374178615,322.8745581409125,74,72,26.03091812135723
42.8771188110661,2.72651529998843,335.756542069116,76,65,26.954899077020837
40.9012063907944,2.58445759351328,326.7844812047992,72,83,23.569616068895044
46.4483588090134,2.75775596436806,245.1037803788405,80,53,24.89521083622405
48.3912479839483,2.72913834211591,307.9110529655787,80,70,26.859562223094674
39.4871627168247,2.62034963937813,348.7542167747028,74,55,23.141798454297128
41.882743134671,2.70875691206476,314.47533344257215,71,84,23.227324390325478
39.6601173056349,2.55732192908334,287.35160935305623,75,65,22.04007998054439
43.1718729225654,2.76383144718428,324.7960329149529,52,52,28.0965747833252
47.0141005514404,2.75320714112879,253.1519176806795,68,79,19.72596168518066
41.8420473252942,2.64185494510264,255.1143070485921,73,77,25.58560622733294
45.3193585437062,2.63265236616893,284.4221376725929,70,71,26.15875123149456
40.3400777260672,2.59569426203596,297.0135038565473,57,74,22.965990050647815
44.192437348351,2.63069485970983,300.9954634362454,76,62,25.517779417021902
40.9186468641327,2.64036285090643,306.24274982224574,77,73,27.670877799441033
44.7594016059226,2.72872569759968,276.68280915434633,61,68,24.72844896198473
49.1266576944503,2.71696893800965,307.8142400412714,69,61,26.990010719715375
39.3894496908401,2.63257416129457,320.07505964640205,78,53,27.180952710813077
45.7926742716759,2.73523453452793,299.6965014038075,65,71,26.143713070392693
45.3546522327794,2.6476535459344,279.0941415144543,76,55,28.0965747833252
49.1266576944503,2.56263109581563,323.2856139403858,75,54,26.302867485170403
42.9616387624527,2.76352525692396,363.1555381896001,80,63,28.0965747833252
46.7397564663881,2.72751327400149,251.7714708235009,76,78,23.517108621509742
47.809150034693,2.68587656081396,289.7912342704471,79,49,27.23662936346827
45.3503284358554,2.67275893987719,276.20924989955273,72,72,28.0965747833252
45.538094526403,2.78596298548111,239.77383953630664,69,73,25.198260564855886
45.5107464707087,2.70259131252045,305.4643490085021,77,55,24.85288533126935
45.2502250215312,2.65755930614619,293.9273703889647,66,80,26.798180611855425
49.1266576944503,2.79432617515356,266.8954728182734,64,73,24.526066801329755
44.0948496698093,2.61692237059412,322.57455720484666,73,60,25.469047389984514
47.8782396592448,2.67586109511238,363.1555381896001,80,70,25.96793988013527
47.1901810560222,2.74472824696492,271.9290112630674,67,62,22.381713600523845
39.7173257201098,2.70889587025142,336.3650517448708,79,56,24.10275786965116
39.7075452925463,2.60097745515746,342.51348040693847,72,62,28.0965747833252
41.3243537077197,2.60669730061444,343.1699593858741,77,56,28.0965747833252
41.0935341280164,2.61169308652823,310.82008396485674,75,70,23.232338699510635
49.1266576944503,2.68834379132165,276.35353817164105,64,59,24.361902357447672
44.4184013750953,2.73717913621873,304.616087483117,72,81,25.265926720845528
40.0083045691725,2.57755114777944,319.88858237198343,77,83,24.909657307665782
39.9517806976413,2.73213371286519,270.18423239524293,65,59,25.22943975605842
45.3385429649522,2.69641595853891,294.41727690827304,66,73,27.570958924488693
43.4163657028448,2.72636218841004,346.7161283247325,80,48,25.394370194169024
42.2345835396168,2.65558827593408,307.75675608795535,77,57,25.77829747886699
42.6675702126188,2.67450169892399,325.56308656443514,77,48,25.486286485353922
39.7746484951289,2.70280911102396,251.5290041541234,73,69,24.508491135971585
42.633145556838,2.68592802102167,259.7544484131037,78,79,25.092527010145616
40.6020873266478,2.66316168383731,289.0525345808034,75,79,23.00401461035893
46.198664250594,2.74704522662223,282.55971455411907,70,70,22.549905888415296
42.9269054735399,2.57029749723684,363.1555381896001,72,71,23.421919333095992
48.7451018472541,2.71845195377096,255.37354807969274,58,77,27.29272488039271
46.6857303885726,2.59492495460432,322.3763232383043,72,64,23.764716644845205
41.3487232062629,2.7005230517177,244.19525536709457,71,63,22.38564475361737
41.8315066687444,2.66583092376996,247.72994299427626,78,61,23.219314024592975
41.5281900993243,2.60588432781401,287.26021205018117,74,48,28.0965747833252
41.4479893098383,2.66088860647508,302.06509794273063,77,76,23.467973002309527
45.612476342533,2.79520196953427,281.16147710134464,57,53,21.20361514745805
46.2972509960875,2.75461134484561,240.80191349106144,68,48,28.0965747833252
46.5899221009089,2.67588932120889,302.2486909360532,73,52,23.794456202511043
40.9178852919857,2.69854958463599,322.8732443046837,77,75,25.373997005399374
43.2894202926926,2.71030126203705,290.7338325947789,72,64,24.088357093211016
47.230099579785,2.6076091179973,357.6887029939372,77,68,27.590465976299704
40.2295106943158,2.7600387873631,288.3659151729146,69,78,22.7446886683674
44.7458417173042,2.67198532361427,264.1645108868348,60,70,25.10421428295834
47.9162205014708,2.73852872166629,299.39473649041065,75,57,24.657553606638324
47.6925817401562,2.7838965200667,256.91885286306183,62,72,24.27007001421084
43.2384045925348,2.73786381812877,249.4367014575358,57,66,28.0965747833252
39.6884892953022,2.63597879945599,310.1330489218071,80,74,25.53568075761775
49.1266576944503,2.79520196953427,245.75236906249611,62,64,26.793409489078336
45.2508850918902,2.68922068480024,277.92265836995716,78,54,23.137792493234368
40.3587827106345,2.53284721056004,284.16929093481906,69,62,26.658630134353704
46.3414249126189,2.63107369173765,289.1893966865481,78,54,27.002457000080092
40.5051484302972,2.70562168395331,298.1591449491876,80,70,26.026031957469918
46.4704110596054,2.73295939032912,301.6363084780994,75,80,26.124118957847596
